Url,Title,Keywords,Doi,Entrytype,Id,Year,Volume,Publisher,Month,Journal,Issn,Author,Abstract,Issue,Pages,Pmid,Number,Pubmedid,Article-number,Booktitle,Name,No. of Citations,Initial Letter
,"Takotsubo syndrome: A current review of presentation, diagnosis, and management","Catecholamines,Heart failure,Stress,Vascular dysfunction",10.1016/j.maturitas.2022.08.005,misc,Li2022,2022,166,Elsevier Ireland Ltd,12,Maturitas,18734111,"Monica Li,Christopher N. Nguyen,Olga Toleva,Puja K. Mehta","Takotsubo syndrome is a syndrome of acute heart failure due to left ventricular systolic dysfunction that is associated with increased cardiovascular morbidity and mortality. It occurs in both sexes and at all ages, but predominates in post-menopausal women for reasons that are unclear. In a patient who presents with cardiac symptoms, electrocardiographic changes, and/or biomarker elevation indicating myocardial stress (i.e. troponin elevation), this condition should be considered in the differential diagnosis. Cardiac imaging is critical for a timely diagnosis of this condition and has management implications. This syndrome can occur with or without underlying coronary artery disease, and while there are various characteristic myocardial patterns described on imaging, the most common one is left ventricular dysfunction due to apical stunning with basal hyperkinesis. In the acute phase, Takotsubo syndrome can lead to life-threatening sequelae, including cardiogenic shock, pulmonary edema, thromboembolism, and arrhythmias. Multiple pathophysiologic mechanisms are implicated, including an acute increase in left ventricular afterload in the setting of sympathetic activation with a catecholamine storm, multi-vessel coronary vasospasm, coronary endothelial microvascular dysfunction, and inflammation. In this review, we discuss the current knowledge surrounding presentation, diagnosis, and treatment of this under-diagnosed condition.",,96-103,36108540,67,,,,"Takotsubo syndrome: A current review of presentation, diagnosis, and management",,T
,"Takotsubo Syndrome: Clinical Manifestations, Etiology and Pathogenesis",,10.2174/1573403x16666200129114330,article,Prokudina2020,2020,17,Bentham Science Publishers Ltd.,1,Current Cardiology Reviews,1573403X,"Ekaterina S. Prokudina,Boris K. Kurbatov,Konstantin V. Zavadovsky,Alexander V. Vrublevsky,Natalia V. Naryzhnaya,Yuri B. Lishmanov,Leonid N. Maslov,Peter R. Oeltgen","The purpose of the review is the analysis of clinical and experimental data on the etiology and pathogenesis of takotsubo syndrome (TS). TS is characterized by contractile dysfunction, which usually affects the apical region of the heart, lack of coronary artery obstruction, moderate increase in myocardial necrosis markers, prolonged QTc interval (in 50% of patients), sometimes elevation of ST segment (in 19% of patients), increase N-Terminal Pro-B-Type Natriuretic Peptide level, microvascular dysfunction, sometimes spasm of the epicardial coronary arteries (in 10% of patients), myocardial edema, and life-threatening ventricular arrhythmias (in 11% of patients). Stress cardiomyopathy is a rare disease, it is observed in 0.6 - 2.5% of patients with acute coronary syndrome. The occurrence of takotsubo syndrome is 9 times higher in women, who are aged 60-70 years old , than in men. The hospital mortality among patients with TS corresponds to 3.5% - 12%. In many patients with TS, but not in all, physical or emotional stress precedes the disease. Many patients with TS, but not all, have neurological or mental illnesses. The level of catecholamines is increased in patients with TS, therefore, the occurrence of TS is associated with the excessive activation of the adrenergic system. The negative inotropic effect of catecholamines is associated with the activation of β2 adrenergic receptors. An important role of the adrenergic system in the pathogenesis of TS is confirmed by studies which were performed using 125I-metaiodobenzylguanidine (125I -MIBG). TS causes edema and inflammation of the myocardium. The inflammatory response in TS is systemic. TS causes impaired coronary microcirculation and reduces coronary reserve. There is reason to believe that an increase in blood viscosity may play an important role in the pathogenesis of microcirculatory dysfunction in patients with TS. Epicardial coronary artery spasm is not obligatory for the occurrence of TS. Cortisol, endothelin-1 and microRNAs are challengers for the role of TS triggers. A decrease in estrogen levels is a factor contributing to the onset of TS. The central nervous system appears to play an important role in the pathogenesis of TS.",2,188-203,31995013,68,,,,"Takotsubo Syndrome: Clinical Manifestations, Etiology and Pathogenesis",,T
,Takotsubo syndrome: left atrial and ventricular myocardial strain impairment in the subacute and convalescent phases assessed by CMR,"Atrial function,Cardiac magnetic resonance,Female,Takotsubo cardiomyopathy,Ventricular function",10.1186/s41747-024-00423-7,article,Pambianchi2024,2024,8,Springer Science and Business Media Deutschland GmbH,12,European Radiology Experimental,25099280,"Giacomo Pambianchi,Livia Marchitelli,Giulia Cundari,Letizia Ruoli,Luca Conia,Carlo Catalano,Nicola Galea","Background: We investigated the differences in impairment of left ventricle (LV) and left atrium (LA) contractile dysfunction between subacute and convalescent takotsubo syndrome (TTS), using myocardial strain analysis by cardiac magnetic resonance (CMR) feature-tracking technique. Methods: We retrospectively selected 50 patients with TTS clinical-radiological diagnosis who underwent CMR within 30 days since symptoms onset: 19 studied during the early subacute phase (sTTS, ≤ 7 days) and 31 during the convalescence (cTTS, 8–30 days). We measured the following: LV global longitudinal, circumferential, and radial strain (lvGLS, lvGCS, lvGRS) and strain rate (SR) and LA reservoir (laS_r), conduit (laS_cd), and booster pump strain (laS_bp) and strain rate (laSR_r, laSR_cd, laSR_bp). Patients were compared with 30 age- and sex-matched controls. Results: All patients were women (mean age 63 years). TTS patients showed altered LV- and LA-strain features, compared to controls. sTTS was associated with increased laS_bp (12.7% versus 9.8%) and reduced lvEF (47.4% versus 54.8%), lvGLS (-12.2% versus 14.6%), and laS_cd (7.0% versus 9.5%) compared to cTTS (p ≤ 0.029). The interval between symptoms onset and CMR was correlated with laS_bp (r = -0.49) and lvGLS (r = 0.47) (p = 0.001 for both). At receiver operating characteristics analysis, laS_bp was the best discriminator between sTTS and cTTS (area under the curve [AUC] 0.815), followed by lvGLS (AUC 0.670). Conclusions: LA dysfunction persists during the subacute and convalescence of TTS. laS_bp increases in subacute phase with progressive decrease during convalescence, representing a compensatory mechanism of LV dysfunction and thus a useful index of functional recovery. Relevance statement: Atrial strain has the potential to enhance the delineation of cardiac injury and functional impairment in TTS patients, assisting in the identification of individuals at higher risk and facilitating the implementation of more targeted and personalized medical therapies. Key points: • In TTS, after ventricular recovery, atrial dysfunction persists assessable with CMR feature tracking. • Quantitative assessment of atrial strain discriminates atrial functions: reservoir, conduit, and booster pump. • Atrial booster pump changes after acute TTS, regardless of ventricular function. • Atrial strain may serve as a temporal marker in TTS. Graphical Abstract: (Figure presented.).",1,,38413432,69,,,,Takotsubo syndrome: left atrial and ventricular myocardial strain impairment in the subacute and convalescent phases assessed by CMR,,T
,Takotsubo syndrome: the broken-heart syndrome,,10.5837/bjc.2021.011,article,takobrokenheart2021,2021,,"Medinews (Cardiology), Ltd.",,British Journal of Cardiology,09696113,,"… Polymorphisms of the antiapoptotic protein bag3 may play a role in the pathogenesis of tako-tsubo … L, Trimarco V, Di Marino S, Marino M, Iaccarino G, Trimarco B. L41Q polymorphism of the G … Takotsubo cardiomyopathy following ischemic stroke: a cause of troponin elevation …",,,,70,,,,Takotsubo syndrome: the broken-heart syndrome,,T
,Takotsubo syndrome: unravelling the enigma of the broken heart syndrome?—a narrative review,"Takotsubo syndrome (TTS),acute coronary syndrome (ACS),acute heart failure,broken heart syndrome,narrative review",10.21037/cdt-23-283,misc,Salamanca2023,2023,13,AME Publishing Company,12,Cardiovascular Diagnosis and Therapy,22233660,"Jorge Salamanca,Fernando Alfonso","Background and Objective: Takotsubo syndrome (TTS) is a condition characterized by transient ventricular regional wall motion abnormalities, without causative coronary artery disease, typically triggered by emotional or physical stress. TTS is more common in post-menopausal women, closely resembling acute coronary syndrome (ACS) in its clinical presentation, with multiple proposed underlying pathophysiological mechanisms and no evidence-based treatments. This review aims to provide a comprehensive summary of the latest research, encompassing the pathophysiology, diagnostic findings, prognosis, and treatment options for TTS patients. Methods: Relevant literature from 1990 to June 2023 on TTS epidemiology, physiopathology, diagnosis, clinical manifestations, treatment, and prognosis was retrieved through PubMed research. Only English publications were included. Key Content and Findings: TTS is an increasingly recognized cardiovascular disorder, a significant release of catecholamines is thought to be a key contributing element, yet its exact mechanism remains unclear. Notably, TTS poses significant short and long-term risks akin to ACS. Initial treatment should focus on ruling out ACS and providing standard care for subsequent left ventricular dysfunction and complications. Research hints at a potential role for Angiotensin-converting enzyme inhibitors and Angiotensin II receptor blockers in improving long-term prognosis in TTS patients. Conclusions: Significant knowledge gaps still exist in our understanding of the pathophysiology, treatment options, and areas for improvement in diagnosing and prognosticating this intriguing condition. Further research is therefore needed.",6,1080-1103,,71,,,,Takotsubo syndrome: unravelling the enigma of the broken heart syndrome?—a narrative review,,T
,Texture analysis and machine learning of non-contrast T1-weighted MR images in patients with hypertrophic cardiomyopathy—Preliminary results,"Cardiac magnetic resonance,HCM,Hypertrophic cardiomyopathy,Machine learning,Non-contrast imaging techniques,Texture analysis",10.1016/j.ejrad.2018.03.013,article,Baeler2018,2018,102,Elsevier Ireland Ltd,5,European Journal of Radiology,18727727,"Bettina Baeßler,Manoj Mannil,David Maintz,Hatem Alkadhi,Robert Manka","Purpose: To test in a first proof-of-concept study whether texture analysis (TA) allows for the detection of myocardial tissue alterations in hypertrophic cardiomyopathy (HCM) on non-contrast T1-weighted cardiac magnetic resonance (CMR) images using machine learning based approaches. Methods: This retrospective, IRB-approved study included 32 patients with known HCM. Thirty patients with normal CMR served as controls. Regions-of-interest for TA encompassing the left ventricle were drawn on short-axis non-contrast T1-weighted images using a freely available software package. Step-wise dimension reduction and texture feature selection was performed for selecting features enabling the detection of myocardial tissue alterations in HCM patients on non-contrast T1-weighted CMR images. Results: Comparing HCM patients and controls, four texture features were identified showing significant differences between groups (Grey-level Non-uniformity [GLevNonU]: 74 ± 17 vs. 38 ± 9, p <.001; Energy of wavelet coefficients in low-frequency sub-bands [WavEnLL]: 58 ± 5 vs. 48 ± 10, p <.001; Fraction: 0.70 ± 0.07 vs. 0.78 ± 0.05, p <.001; Sum Average: 16.6 ± 0.4 vs. 17.0 ± 0.5, p =.007). A model containing the single parameter GLevNonU proved to be the best for differentiating between HCM patients and controls with a sensitivity/specificity of 91%/93%. A cut-off of GLevNonU ≥46 allowed for distinguishing HCM patients from controls with a sensitivity/specificity of 94%/90%. Even in patients without late gadolinium enhancement (LGE), the defined cut-off led to a differentiation of LGE- patients from healthy controls with 100% sensitivity and 90% specificity. Conclusions: TA on non-contrast T1-weighted images allows for the detection of myocardial tissue alterations in the setting of HCM with excellent accuracy, delivering potential novel parameters for a non-contrast assessment of myocardial texture alterations.",,61-67,29685546,72,,,,Texture analysis and machine learning of non-contrast T1-weighted MR images in patients with hypertrophic cardiomyopathy—Preliminary results,,T
,The Brier score does not evaluate the clinical utility of diagnostic tests or prediction models,,10.1186/s41512-017-0020-3,article,Assel2017,2017,1,Springer Science and Business Media LLC,12,Diagnostic and Prognostic Research,,"Melissa Assel,Daniel D. Sjoberg,Andrew J. Vickers","A variety of statistics have been proposed as tools to help investigators assess the value of diagnostic tests or prediction models. The Brier score has been recommended on the grounds that it is a proper scoring rule that is affected by both discrimination and calibration. However, the Brier score is prevalence dependent in such a way that the rank ordering of tests or models may inappropriately vary by prevalence. We explored four common clinical scenarios: comparison of a highly accurate binary test with a continuous prediction model of moderate predictiveness; comparison of two binary tests where the importance of sensitivity versus specificity is inversely associated with prevalence; comparison of models and tests to default strategies of assuming that all or no patients are positive; and comparison of two models with miscalibration in opposite directions. In each case, we found that the Brier score gave an inappropriate rank ordering of the tests and models. Conversely, net benefit, a decision-analytic measure, gave results that always favored the preferable&nbsp;test or model. Brier score does not evaluate clinical value of diagnostic tests or prediction models. We advocate, as an alternative, the use of decision-analytic measures such as net benefit. Not applicable.",1,,,73,,,,The Brier score does not evaluate the clinical utility of diagnostic tests or prediction models,,T
https://doi.org/10.1007/s00330-022-08598-6,The emerging role of atrial strain assessed by cardiac MRI in different cardiovascular settings: an up-to-date review,"Advanced imaging,Atrial strain,Cardiac magnetic resonance,Echocardiography,Feature tracking",10.1007/s00330-022-08598-6/Published,article,Cau2022-4,2022,,,,,,"Riccardo Cau,Pierpaolo Bassareo,Jasjit S Suri,Gianluca Pontone,Luca Saba","The left atrium (LA) has a crucial function in maintaining left ventricular filling, which is responsible for about one-third of all cardiac filling. A growing body of evidence shows that LA is involved in several cardiovascular diseases from a clinical and prognostic standpoint. LA enlargement has been recognized as a predictor of the outcomes of many diseases. However, LA enlargement itself does not explain the whole LA's function during the cardiac cycle. For this reason, the recently proposed assessment of atrial strain at advanced cardiac magnetic resonance (CMR) enables the usual limitations of the sole LA volumetric measurement to be overcome. Moreover, the left atrial strain impairment might allow several cardiovascular diseases to be detected at an earlier stage. While traditional CMR has a central role in assessing LA volume and, through cine sequences, a marginal role in evaluating LA function, feature tracking at advanced CMR (CMR-FT) has been increasingly confirmed as a feasible and reproducible technique for assessing LA function through strain. In comparison to atrial function evaluations via speckle tracking echocardiography, CMR-FT has a higher spatial resolution, larger field of view, and better reproducibility. In this literature review on atrial strain analysis, we describe the strengths, limitations, recent applications, and promising developments of studying atrial function using CMR-FT in clinical practice. Key Points • The left atrium has a crucial function in maintaining left ventricular filling; left atrial size has been recognized as a predictor of the outcomes of many diseases. • Left atrial strain has been confirmed as a marker of atrial functional status and demonstrated to be a sensitive tool in the subclinical phase of a disease. • A comprehensive evaluation of the three phases of atrial function by CMR-FT demonstrates an impairment before the onset of atrial enlargement, thus helping clinicians in their decision-making and improving patient outcomes.",,,,74,,,,The emerging role of atrial strain assessed by cardiac MRI in different cardiovascular settings: an up-to-date review,,T
,The Utility of Artificial Intelligence and Machine Learning in the Diagnosis of Takotsubo Cardiomyopathy: A Systematic Review,"Artificial intelligence,diagnostics,precision medicine,takotsubo cardiomyopathy",10.4103/hm.HM-D-23-00061,misc,Huang2024,2024,8,Wolters Kluwer Medknow Publications,,Heart and Mind,24686484,"Helen Huang,Francesco Perone,Keith Sai Kit Leung,Irfan Ullah,Quinncy Lee,Nicholas Chew,Tong Liu,Gary Tse","Introduction: Takotsubo cardiomyopathy (TTC) is a cardiovascular disease caused by physical/psychological stressors with significant morbidity if left untreated. Because TTC often mimics acute myocardial infarction in the absence of obstructive coronary disease, the condition is often underdiagnosed in the population. Our aim was to discuss the role of artificial intelligence (AI) and machine learning (ML) in diagnosing TTC. Methods: We systematically searched electronic databases from inception until April 8, 2023, for studies on the utility of AI- or ML-based algorithms in diagnosing TTC compared with other cardiovascular diseases or healthy controls. We summarized major findings in a narrative fashion and tabulated relevant numerical parameters. Results: Five studies with a total of 920 patients were included. Four hundred and forty-seven were diagnosed with TTC via International Classification of Diseases codes or the Mayo Clinic diagnostic criteria, while there were 473 patients in the comparator group (29 of healthy controls, 429 of myocardial infarction, and 14 of acute myocarditis). Hypertension and smoking were the most common comorbidities in both cohorts, but there were no statistical differences between TTC and comparators. Two studies utilized deep-learning algorithms on transthoracic echocardiographic images, while the rest incorporated supervised ML on cardiac magnetic resonance imaging, 12-lead electrocardiographs, and brain magnetic resonance imaging. All studies found that AI-based algorithms can increase the diagnostic rate of TTC when compared to healthy controls or myocardial infarction patients. In three of these studies, AI-based algorithms had higher sensitivity and specificity compared to human readers. Conclusion: AI and ML algorithms can improve the diagnostic capacity of TTC and additionally reduce erroneous human error in differentiating from MI and healthy individuals.",3,165-176,,75,,,,The Utility of Artificial Intelligence and Machine Learning in the Diagnosis of Takotsubo Cardiomyopathy: A Systematic Review,,T
,TotalSegmentator: robust segmentation of 104 anatomic structures in CT images,,,article,wasserthal2023totalsegmentator,2023,5,Radiological Society of North America,,Radiology: Artificial Intelligence,,"Wasserthal,Jakob,Breit,Hanns-Christian,Meyer,Manfred T,Pradella,Maurice,Hinck,Daniel,Sauter,Alexander W,Heye,Tobias,Boll,Daniel T,Cyriac,Joshy,Yang,Shan,others",,,e230024,,76,,,,TotalSegmentator: robust segmentation of 104 anatomic structures in CT images,,T
,Towards explainability in artificial intelligence frameworks for heartcare: A comprehensive survey,"Data analytics,Electrocardiogram,Electronic health record,Explainability,Metabolomics,Non-linear dynamics",10.1016/j.jksuci.2024.102096,misc,Sreeja2024,2024,36,King Saud bin Abdulaziz University,7,Journal of King Saud University - Computer and Information Sciences,22131248,"M. U. Sreeja,Abin Oommen Philip,M. H. Supriya","Artificial Intelligence is extensively applied in heartcare to analyze patient data, detect anomalies, and provide personalized treatment recommendations, ultimately improving diagnosis and patient outcomes. In a field where accountability is indispensable, the prime reason why medical practitioners are still reluctant to utilize AI models, is the reliability of these models. However, explainable AI (XAI) was a game changing discovery where the so-called back boxes can be interpreted using Explainability algorithms. The proposed conceptual model reviews the existing recent researches for AI in heartcare that have found success in the past few years. The various techniques explored range from clinical history analysis, medical imaging to the nonlinear dynamic theory of chaos to metabolomics with specific focus on machine learning, deep learning and Explainability. The model also comprehensively surveys the different modalities of datasets used in heart disease prediction focusing on how results differ based on the different datasets along with the publicly available datasets for experimentation. The review will be an eye opener for medical researchers to quickly identify the current progress and to identify the most reliable data and AI algorithm that is appropriate for a particular technology for heartcare along with the Explainability algorithm suitable for the specific task.",6,,,77,,,,Towards explainability in artificial intelligence frameworks for heartcare: A comprehensive survey,,T
,Update of Takotsubo cardiomyopathy: Present experience and outlook for the future,"Cardiomyopathy,Complication,Diagnostics,Risk factors,Takotsubo,Treatment",10.1016/j.ijcha.2022.100990,misc,Bairashevskaia2022,2022,39,Elsevier Ireland Ltd,4,IJC Heart and Vasculature,23529067,"Anastasiia V. Bairashevskaia,Sofiya Y. Belogubova,Mikhail R. Kondratiuk,Daria S. Rudnova,Susanna S. Sologova,Olga I. Tereshkina,Esma I. Avakyan","Takotsubo cardiomyopathy (TTS) has become a recognised clinical entity since the Japanese scientist Sato first described it in 1990. Despite an increasing number of confirmed cases, especially during the COVID-19 pandemic, its pathophysiology remains incompletely understood, and decision-making differs in the diagnosis and treatment. In addition, it is not evident whether a significant increase in TTS is due to better understanding among practitioners and widespread access to coronary angiography, or if it is a reflection of an actual increase in incidence. We analysed a series of international research studies from 1990 to 2021. Beyond epidemiology and clinical presentation, we evaluated and summarised fundamental knowledge about various predisposing factors, with particular attention to the iatrogenic impact of certain drugs, namely antidepressants, chemotherapy, and antiarrhythmics. Furthermore, we highlighted the main pathophysiological theories to date. In addition, based on published studies and clinical cases, we investigated the role of numerous diagnostic approaches in the differential diagnosis of TTS and identified predictors of TTS complications, such as cardiogenic shock, ventricular fibrillation, and left ventricular thrombi. Accordingly, we sought to propose a diagnostic algorithm and further treatment management of TTS under the presence of possible complications to help practitioners make more informed decisions, as the initial presentation continues to pose a challenge due to its close similarity to acute coronary syndrome with ST-elevation. In conclusion, this article examines Takotsubo cardiomyopathy from different perspectives and, along with future systematic reviews and meta-analyses, can be of particular interest to practising cardiologists and researchers in developing clinical guidelines.",,,,78,,,,Update of Takotsubo cardiomyopathy: Present experience and outlook for the future,,U
https://openaccess.thecvf.com/content_cvpr_2016/papers/Qi_Volumetric_and_Multi-View_CVPR_2016_paper.pdf,Volumetric and Multi-View CNNs for Object Classification on 3D Data,,,article,VolumetricandmultiviewCNN2016,2016,,,,,,"Charles R. Qi,Hao Su,Matthias Nießner,Angela Dai,Mengyuan Yan,Leonidas J. Guibas","3D shape models are becoming widely available and easier to capture, making available 3D information crucial for progress in object classification. Current state-of-the-art methods rely on CNNs to address this problem. Recently, we witness two types of CNNs being developed: CNNs based upon volumetric representations versus CNNs based upon multi-view representations. Empirical results from these two types of CNNs exhibit a large gap, indicating that existing volumetric CNN architectures and approaches are unable to fully exploit the power of 3D representations. In this paper, we aim to improve both volumetric CNNs and multi-view CNNs according to extensive analysis of existing approaches. To this end, we introduce two distinct network architectures of volumetric CNNs. In addition, we examine multi-view CNNs, where we introduce multi-resolution filtering in 3D. Overall, we are able to outperform current state-of-the-art methods for both volumetric CNNs and multi-view CNNs. We provide extensive experiments designed to evaluate underlying design choices, thus providing a better understanding of the space of methods available for object classification on 3D data.",,,,79,,,,Volumetric and Multi-View CNNs for Object Classification on 3D Data,,V
